web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680016271-1316","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","15:00","Despejado","24°","6 km/h","34%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1317","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","15:30","Despejado","24°","4 km/h","36%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1318","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","16:00","Despejado","24°","6 km/h","34%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1319","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","16:30","Despejado","24°","6 km/h","31%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1320","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","17:00","Despejado","24°","4 km/h","27%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1321","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","17:30","Despejado","24°","2 km/h","27%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1322","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","18:00","Despejado","24°","En calma","27%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1323","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","18:30","Despejado","22°","9 km/h","46%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1324","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","19:00","Despejado","21°","7 km/h","49%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1325","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","19:30","Despejado","20°","13 km/h","37%","1019 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1326","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","20:00","Despejado","20°","11 km/h","35%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1327","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","20:30","Despejado","21°","13 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1328","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","21:00","Despejado","21°","13 km/h","33%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1329","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","21:30","Despejado","21°","11 km/h","33%","1020 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1330","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","22:00","Despejado","21°","13 km/h","30%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1331","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","22:30","Despejado","21°","13 km/h","30%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1332","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","23:00","Despejado","22°","9 km/h","29%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016271-1333","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 27 Diciembre 2019","23:30","Despejado","21°","9 km/h","26%","1021 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2019.html"
"1680016274-1334","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","00:00","Despejado","20°","11 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1335","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1336","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","00:30","Despejado","21°","11 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1337","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","01:00","Despejado","21°","9 km/h","26%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1338","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","01:30","Despejado","21°","9 km/h","26%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1339","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","02:00","Despejado","21°","11 km/h","25%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1340","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","02:30","Despejado","20°","7 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1341","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","03:00","Despejado","20°","7 km/h","28%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1342","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","03:30","Despejado","19°","9 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1343","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","04:00","Despejado","18°","9 km/h","37%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1344","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","04:30","Despejado","21°","9 km/h","26%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1345","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","05:00","Despejado","21°","7 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1346","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","05:30","Despejado","21°","9 km/h","28%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1347","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","06:00","Despejado","19°","6 km/h","32%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1348","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","06:30","Despejado","20°","9 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1349","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","07:00","Despejado","20°","9 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1350","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","07:30","Despejado","20°","7 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1351","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","08:00","Despejado","18°","9 km/h","45%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1352","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","08:30","Despejado","19°","7 km/h","46%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1353","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","09:00","Despejado","21°","4 km/h","46%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1354","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","09:30","Despejado","22°","4 km/h","43%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1355","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","10:00","Despejado","22°","2 km/h","46%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1356","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","10:30","Despejado","23°","6 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1357","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","11:00","Despejado","23°","6 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1358","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","11:30","Despejado","23°","6 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1359","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","12:00","Despejado","23°","6 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1360","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","12:30","Despejado","23°","6 km/h","44%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1361","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","13:00","Despejado","23°","7 km/h","44%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1362","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","13:30","Despejado","23°","9 km/h","44%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1363","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","14:00","Despejado","23°","9 km/h","44%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1364","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","14:30","Despejado","22°","7 km/h","43%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1365","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","15:00","Despejado","22°","11 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1366","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","15:30","Despejado","22°","9 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1367","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","16:00","Despejado","22°","7 km/h","53%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1368","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","16:30","Despejado","21°","7 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1369","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","17:00","Despejado","21°","6 km/h","56%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1370","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","17:30","Despejado","21°","7 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1371","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","18:00","Despejado","20°","6 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1372","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","18:30","Despejado","20°","4 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1373","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","19:00","Despejado","20°","6 km/h","60%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1374","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","19:30","Despejado","19°","9 km/h","64%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1375","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","20:00","Despejado","20°","7 km/h","43%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1376","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","20:30","Despejado","20°","7 km/h","30%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1377","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","21:00","Despejado","20°","7 km/h","26%","1020 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1378","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","21:30","Despejado","21°","6 km/h","23%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1379","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","22:00","Despejado","20°","4 km/h","24%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1380","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","22:30","Despejado","18°","4 km/h","30%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1381","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","23:00","Despejado","20°","4 km/h","24%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016274-1382","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 28 Diciembre 2019","23:30","Despejado","19°","9 km/h","26%","1021 hPa","https://www.tutiempo.net/registros/gclp/28-diciembre-2019.html"
"1680016276-1383","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","00:00","Despejado","20°","11 km/h","24%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1680016276-1384","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1680016276-1385","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","00:30","Despejado","21°","6 km/h","23%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1680016276-1386","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","01:00","Despejado","20°","7 km/h","24%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1680016276-1387","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","01:30","Despejado","21°","7 km/h","23%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1680016276-1388","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","02:00","Despejado","21°","9 km/h","23%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1680016276-1389","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","02:30","Despejado","21°","9 km/h","25%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1680016276-1390","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","03:00","Despejado","20°","7 km/h","30%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1680016276-1391","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","03:30","Despejado","19°","11 km/h","32%","1020 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
"1680016276-1392","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Domingo 29 Diciembre 2019","04:00","Despejado","19°","6 km/h","43%","1021 hPa","https://www.tutiempo.net/registros/gclp/29-diciembre-2019.html"
